"subject","activity","settype","variable","V1"
"12898",17,"WALKING","training data","fBodyBodyAccJerkMag-std()",-0.211231860180328
"12899",17,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-std()",-0.236538515947826
"12900",17,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-std()",-0.437383107916667
"12901",19,"STANDING","training data","fBodyBodyAccJerkMag-std()",-0.979179149452055
"12902",19,"SITTING","training data","fBodyBodyAccJerkMag-std()",-0.983687272739726
"12903",19,"LAYING","training data","fBodyBodyAccJerkMag-std()",-0.979452188433735
"12904",19,"WALKING","training data","fBodyBodyAccJerkMag-std()",-0.0222869586038462
"12905",19,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-std()",0.316346415348718
"12906",19,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-std()",-0.43467125
"12907",21,"STANDING","training data","fBodyBodyAccJerkMag-std()",-0.97192611741573
"12908",21,"SITTING","training data","fBodyBodyAccJerkMag-std()",-0.986991549529412
"12909",21,"LAYING","training data","fBodyBodyAccJerkMag-std()",-0.977604878888889
"12910",21,"WALKING","training data","fBodyBodyAccJerkMag-std()",-0.0186734409634615
"12911",21,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-std()",0.06320531452
"12912",21,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-std()",-0.47772185
"12913",22,"STANDING","training data","fBodyBodyAccJerkMag-std()",-0.95665395968254
"12914",22,"SITTING","training data","fBodyBodyAccJerkMag-std()",-0.967026275967742
"12915",22,"LAYING","training data","fBodyBodyAccJerkMag-std()",-0.955635614444444
"12916",22,"WALKING","training data","fBodyBodyAccJerkMag-std()",0.158286745226087
"12917",22,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-std()",-0.118530349166667
"12918",22,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-std()",-0.151299835619048
"12919",23,"STANDING","training data","fBodyBodyAccJerkMag-std()",-0.9750536875
"12920",23,"SITTING","training data","fBodyBodyAccJerkMag-std()",-0.972117016617647
"12921",23,"LAYING","training data","fBodyBodyAccJerkMag-std()",-0.986540200694444
"12922",23,"WALKING","training data","fBodyBodyAccJerkMag-std()",-0.0457372334118644
"12923",23,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-std()",0.2244805035
"12924",23,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-std()",-0.454324844901961
"12925",25,"STANDING","training data","fBodyBodyAccJerkMag-std()",-0.982083315
"12926",25,"SITTING","training data","fBodyBodyAccJerkMag-std()",-0.987618801076923
"12927",25,"LAYING","training data","fBodyBodyAccJerkMag-std()",-0.963601212876712
"12928",25,"WALKING","training data","fBodyBodyAccJerkMag-std()",-0.51900424972973
"12929",25,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-std()",-0.502224768103448
"12930",25,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-std()",-0.703433692615385
"12931",26,"STANDING","training data","fBodyBodyAccJerkMag-std()",-0.981129312702703
"12932",26,"SITTING","training data","fBodyBodyAccJerkMag-std()",-0.989521272820513
"12933",26,"LAYING","training data","fBodyBodyAccJerkMag-std()",-0.987901463289474
"12934",26,"WALKING","training data","fBodyBodyAccJerkMag-std()",-0.268948465423729
"12935",26,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-std()",-0.067941075972
"12936",26,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-std()",-0.393715352181818
"12937",27,"STANDING","training data","fBodyBodyAccJerkMag-std()",-0.983022277625
"12938",27,"SITTING","training data","fBodyBodyAccJerkMag-std()",-0.988531651142857
"12939",27,"LAYING","training data","fBodyBodyAccJerkMag-std()",-0.988174859594595
"12940",27,"WALKING","training data","fBodyBodyAccJerkMag-std()",-0.279732022017544
"12941",27,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-std()",-0.113625944990909
"12942",27,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-std()",-0.473011558823529
"12943",28,"STANDING","training data","fBodyBodyAccJerkMag-std()",-0.954963155316456
"12944",28,"SITTING","training data","fBodyBodyAccJerkMag-std()",-0.970823336388889
"12945",28,"LAYING","training data","fBodyBodyAccJerkMag-std()",-0.972336128625
"12946",28,"WALKING","training data","fBodyBodyAccJerkMag-std()",-0.436273009814815
"12947",28,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-std()",-0.0883598523695652
"12948",28,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-std()",-0.374495907647059
"12949",29,"STANDING","training data","fBodyBodyAccJerkMag-std()",-0.990327934615385
"12950",29,"SITTING","training data","fBodyBodyAccJerkMag-std()",-0.989822909333333
"12951",29,"LAYING","training data","fBodyBodyAccJerkMag-std()",-0.994366667681159
"12952",29,"WALKING","training data","fBodyBodyAccJerkMag-std()",-0.169506499226415
"12953",29,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-std()",-0.0797714324854167
"12954",29,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-std()",-0.280583556530612
"12955",30,"STANDING","training data","fBodyBodyAccJerkMag-std()",-0.946639846949153
"12956",30,"SITTING","training data","fBodyBodyAccJerkMag-std()",-0.985294959032258
"12957",30,"LAYING","training data","fBodyBodyAccJerkMag-std()",-0.968087778
"12958",30,"WALKING","training data","fBodyBodyAccJerkMag-std()",-0.366537416615385
"12959",30,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-std()",-0.133124304612577
"12960",30,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-std()",-0.580878133230769
"12961",2,"STANDING","test data","fBodyBodyAccJerkMag-meanFreq()",0.304871865218519
"12962",2,"SITTING","test data","fBodyBodyAccJerkMag-meanFreq()",0.280062423956522
"12963",2,"LAYING","test data","fBodyBodyAccJerkMag-meanFreq()",0.3417585745
"12964",2,"WALKING","test data","fBodyBodyAccJerkMag-meanFreq()",0.20750092670339
"12965",2,"WALKING_DOWNSTAIRS","test data","fBodyBodyAccJerkMag-meanFreq()",0.0188355111404255
"12966",2,"WALKING_UPSTAIRS","test data","fBodyBodyAccJerkMag-meanFreq()",-0.0119168233583333
"12967",4,"STANDING","test data","fBodyBodyAccJerkMag-meanFreq()",0.201262207319643
"12968",4,"SITTING","test data","fBodyBodyAccJerkMag-meanFreq()",0.22719801466
"12969",4,"LAYING","test data","fBodyBodyAccJerkMag-meanFreq()",0.274027349574074
"12970",4,"WALKING","test data","fBodyBodyAccJerkMag-meanFreq()",0.111486484954333
"12971",4,"WALKING_DOWNSTAIRS","test data","fBodyBodyAccJerkMag-meanFreq()",0.0926236938266667
"12972",4,"WALKING_UPSTAIRS","test data","fBodyBodyAccJerkMag-meanFreq()",0.0497462736942308
"12973",9,"STANDING","test data","fBodyBodyAccJerkMag-meanFreq()",0.200537688288889
"12974",9,"SITTING","test data","fBodyBodyAccJerkMag-meanFreq()",0.0974700202614
"12975",9,"LAYING","test data","fBodyBodyAccJerkMag-meanFreq()",0.1670029826292
"12976",9,"WALKING","test data","fBodyBodyAccJerkMag-meanFreq()",0.159239938555769
"12977",9,"WALKING_DOWNSTAIRS","test data","fBodyBodyAccJerkMag-meanFreq()",-0.0824504599928571
"12978",9,"WALKING_UPSTAIRS","test data","fBodyBodyAccJerkMag-meanFreq()",0.0257597455510204
"12979",10,"STANDING","test data","fBodyBodyAccJerkMag-meanFreq()",0.197319524797727
"12980",10,"SITTING","test data","fBodyBodyAccJerkMag-meanFreq()",0.324762092796296
"12981",10,"LAYING","test data","fBodyBodyAccJerkMag-meanFreq()",0.212826187810345
"12982",10,"WALKING","test data","fBodyBodyAccJerkMag-meanFreq()",-0.0712853941698113
"12983",10,"WALKING_DOWNSTAIRS","test data","fBodyBodyAccJerkMag-meanFreq()",0.125205953456842
"12984",10,"WALKING_UPSTAIRS","test data","fBodyBodyAccJerkMag-meanFreq()",0.178734933145745
"12985",12,"STANDING","test data","fBodyBodyAccJerkMag-meanFreq()",0.176598692655738
"12986",12,"SITTING","test data","fBodyBodyAccJerkMag-meanFreq()",0.255191492990196
"12987",12,"LAYING","test data","fBodyBodyAccJerkMag-meanFreq()",0.15706511695
"12988",12,"WALKING","test data","fBodyBodyAccJerkMag-meanFreq()",0.018449461946
"12989",12,"WALKING_DOWNSTAIRS","test data","fBodyBodyAccJerkMag-meanFreq()",0.0415244209043478
"12990",12,"WALKING_UPSTAIRS","test data","fBodyBodyAccJerkMag-meanFreq()",0.0842262704980769
"12991",13,"STANDING","test data","fBodyBodyAccJerkMag-meanFreq()",0.298745382305263
"12992",13,"SITTING","test data","fBodyBodyAccJerkMag-meanFreq()",0.360646362877551
"12993",13,"LAYING","test data","fBodyBodyAccJerkMag-meanFreq()",0.300750657951613
"12994",13,"WALKING","test data","fBodyBodyAccJerkMag-meanFreq()",0.118031208750877
"12995",13,"WALKING_DOWNSTAIRS","test data","fBodyBodyAccJerkMag-meanFreq()",0.0266434248106383
"12996",13,"WALKING_UPSTAIRS","test data","fBodyBodyAccJerkMag-meanFreq()",-0.0278380090472727
"12997",18,"STANDING","test data","fBodyBodyAccJerkMag-meanFreq()",0.361013970013699
"12998",18,"SITTING","test data","fBodyBodyAccJerkMag-meanFreq()",0.459090849721053
"12999",18,"LAYING","test data","fBodyBodyAccJerkMag-meanFreq()",0.393635924092308
"13000",18,"WALKING","test data","fBodyBodyAccJerkMag-meanFreq()",0.0893293589464286
"13001",18,"WALKING_DOWNSTAIRS","test data","fBodyBodyAccJerkMag-meanFreq()",0.00593003606623636
"13002",18,"WALKING_UPSTAIRS","test data","fBodyBodyAccJerkMag-meanFreq()",-0.0290342554637931
"13003",20,"STANDING","test data","fBodyBodyAccJerkMag-meanFreq()",-0.00613414861917808
"13004",20,"SITTING","test data","fBodyBodyAccJerkMag-meanFreq()",0.22971324275
"13005",20,"LAYING","test data","fBodyBodyAccJerkMag-meanFreq()",0.262706879425
"13006",20,"WALKING","test data","fBodyBodyAccJerkMag-meanFreq()",0.0864817772705882
"13007",20,"WALKING_DOWNSTAIRS","test data","fBodyBodyAccJerkMag-meanFreq()",-0.112876280435556
"13008",20,"WALKING_UPSTAIRS","test data","fBodyBodyAccJerkMag-meanFreq()",-0.0202231093223529
"13009",24,"STANDING","test data","fBodyBodyAccJerkMag-meanFreq()",0.293291552663768
"13010",24,"SITTING","test data","fBodyBodyAccJerkMag-meanFreq()",0.353544370380882
"13011",24,"LAYING","test data","fBodyBodyAccJerkMag-meanFreq()",0.347309299402778
"13012",24,"WALKING","test data","fBodyBodyAccJerkMag-meanFreq()",0.102850167901724
"13013",24,"WALKING_DOWNSTAIRS","test data","fBodyBodyAccJerkMag-meanFreq()",-0.00198537142181818
"13014",24,"WALKING_UPSTAIRS","test data","fBodyBodyAccJerkMag-meanFreq()",0.0077672679220339
"13015",1,"STANDING","training data","fBodyBodyAccJerkMag-meanFreq()",0.422220102264151
"13016",1,"SITTING","training data","fBodyBodyAccJerkMag-meanFreq()",0.351852201957447
"13017",1,"LAYING","training data","fBodyBodyAccJerkMag-meanFreq()",0.26639115416
"13018",1,"WALKING","training data","fBodyBodyAccJerkMag-meanFreq()",0.0938221807027368
"13019",1,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.0764915474326531
"13020",1,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.085352409154717
"13021",3,"STANDING","training data","fBodyBodyAccJerkMag-meanFreq()",0.129816297732787
"13022",3,"SITTING","training data","fBodyBodyAccJerkMag-meanFreq()",0.286795769778846
"13023",3,"LAYING","training data","fBodyBodyAccJerkMag-meanFreq()",0.238611133937097
"13024",3,"WALKING","training data","fBodyBodyAccJerkMag-meanFreq()",-0.11716398312069
"13025",3,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.0434967841218367
"13026",3,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.0904944091525424
"13027",5,"STANDING","training data","fBodyBodyAccJerkMag-meanFreq()",0.140971600726786
"13028",5,"SITTING","training data","fBodyBodyAccJerkMag-meanFreq()",0.245936717454545
"13029",5,"LAYING","training data","fBodyBodyAccJerkMag-meanFreq()",0.197005001461538
"13030",5,"WALKING","training data","fBodyBodyAccJerkMag-meanFreq()",-0.00497287788214286
"13031",5,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.110968064831915
"13032",5,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.124513300170213
"13033",6,"STANDING","training data","fBodyBodyAccJerkMag-meanFreq()",0.190943682210526
"13034",6,"SITTING","training data","fBodyBodyAccJerkMag-meanFreq()",0.171844519818182
"13035",6,"LAYING","training data","fBodyBodyAccJerkMag-meanFreq()",0.182525077889474
"13036",6,"WALKING","training data","fBodyBodyAccJerkMag-meanFreq()",-0.00922884645438597
"13037",6,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",-0.00160659497083333
"13038",6,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",-0.0612378407705882
"13039",7,"STANDING","training data","fBodyBodyAccJerkMag-meanFreq()",0.256759439860377
"13040",7,"SITTING","training data","fBodyBodyAccJerkMag-meanFreq()",0.18122972525
"13041",7,"LAYING","training data","fBodyBodyAccJerkMag-meanFreq()",0.217605286703846
"13042",7,"WALKING","training data","fBodyBodyAccJerkMag-meanFreq()",-0.0127446365087719
"13043",7,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",-0.0373844402161702
"13044",7,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.0458636458607843
"13045",8,"STANDING","training data","fBodyBodyAccJerkMag-meanFreq()",0.308060633885185
"13046",8,"SITTING","training data","fBodyBodyAccJerkMag-meanFreq()",0.306787560913043
"13047",8,"LAYING","training data","fBodyBodyAccJerkMag-meanFreq()",0.350822601333333
"13048",8,"WALKING","training data","fBodyBodyAccJerkMag-meanFreq()",0.176189876266667
"13049",8,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.181422535965789
"13050",8,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.27454925895122
"13051",11,"STANDING","training data","fBodyBodyAccJerkMag-meanFreq()",0.333098929765957
"13052",11,"SITTING","training data","fBodyBodyAccJerkMag-meanFreq()",0.192259107913208
"13053",11,"LAYING","training data","fBodyBodyAccJerkMag-meanFreq()",0.29574789545614
"13054",11,"WALKING","training data","fBodyBodyAccJerkMag-meanFreq()",0.0844543080474576
"13055",11,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.0337475179993478
"13056",11,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.0149014800925926
"13057",14,"STANDING","training data","fBodyBodyAccJerkMag-meanFreq()",0.214251895888333
"13058",14,"SITTING","training data","fBodyBodyAccJerkMag-meanFreq()",0.19841410045
"13059",14,"LAYING","training data","fBodyBodyAccJerkMag-meanFreq()",0.175722996629412
"13060",14,"WALKING","training data","fBodyBodyAccJerkMag-meanFreq()",0.164708200554237
"13061",14,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",-0.00170923580888889
"13062",14,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.0399288326018519
"13063",15,"STANDING","training data","fBodyBodyAccJerkMag-meanFreq()",0.293685314135849
"13064",15,"SITTING","training data","fBodyBodyAccJerkMag-meanFreq()",0.242818344188136
"13065",15,"LAYING","training data","fBodyBodyAccJerkMag-meanFreq()",0.273485129381944
"13066",15,"WALKING","training data","fBodyBodyAccJerkMag-meanFreq()",0.0164170631888889
"13067",15,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",-0.0799656144309524
"13068",15,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.10096009774375
"13069",16,"STANDING","training data","fBodyBodyAccJerkMag-meanFreq()",0.344673907153846
"13070",16,"SITTING","training data","fBodyBodyAccJerkMag-meanFreq()",0.320055144681159
"13071",16,"LAYING","training data","fBodyBodyAccJerkMag-meanFreq()",0.353266127962857
"13072",16,"WALKING","training data","fBodyBodyAccJerkMag-meanFreq()",0.0921999142870588
"13073",16,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",-0.0148414437446808
"13074",16,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.0673443714078431
"13075",17,"STANDING","training data","fBodyBodyAccJerkMag-meanFreq()",0.426849040797436
"13076",17,"SITTING","training data","fBodyBodyAccJerkMag-meanFreq()",0.38152125453125
"13077",17,"LAYING","training data","fBodyBodyAccJerkMag-meanFreq()",0.374273668633803
"13078",17,"WALKING","training data","fBodyBodyAccJerkMag-meanFreq()",0.0274103270236066
"13079",17,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",-0.0445946372391304
"13080",17,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",-0.0890136151333333
"13081",19,"STANDING","training data","fBodyBodyAccJerkMag-meanFreq()",0.29073713539726
"13082",19,"SITTING","training data","fBodyBodyAccJerkMag-meanFreq()",0.268456602178082
"13083",19,"LAYING","training data","fBodyBodyAccJerkMag-meanFreq()",0.211317149549398
"13084",19,"WALKING","training data","fBodyBodyAccJerkMag-meanFreq()",0.124998092238462
"13085",19,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.174679438294872
"13086",19,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.296851347275
"13087",21,"STANDING","training data","fBodyBodyAccJerkMag-meanFreq()",0.29194637176382
"13088",21,"SITTING","training data","fBodyBodyAccJerkMag-meanFreq()",0.327937039236471
"13089",21,"LAYING","training data","fBodyBodyAccJerkMag-meanFreq()",0.299647660524444
"13090",21,"WALKING","training data","fBodyBodyAccJerkMag-meanFreq()",0.201672106271154
"13091",21,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.01064073576
"13092",21,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.167901534925532
"13093",22,"STANDING","training data","fBodyBodyAccJerkMag-meanFreq()",0.106970242863492
"13094",22,"SITTING","training data","fBodyBodyAccJerkMag-meanFreq()",0.207314701474194
"13095",22,"LAYING","training data","fBodyBodyAccJerkMag-meanFreq()",0.208852833405556
"13096",22,"WALKING","training data","fBodyBodyAccJerkMag-meanFreq()",0.0976461805652174
"13097",22,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.138397615911111
"13098",22,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.187559363004762
"13099",23,"STANDING","training data","fBodyBodyAccJerkMag-meanFreq()",0.261655799526471
"13100",23,"SITTING","training data","fBodyBodyAccJerkMag-meanFreq()",0.199533745057059
"13101",23,"LAYING","training data","fBodyBodyAccJerkMag-meanFreq()",0.338094710990278
"13102",23,"WALKING","training data","fBodyBodyAccJerkMag-meanFreq()",0.15173584590678
"13103",23,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.0579874222987037
"13104",23,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.148281880568627
"13105",25,"STANDING","training data","fBodyBodyAccJerkMag-meanFreq()",0.308447500314865
"13106",25,"SITTING","training data","fBodyBodyAccJerkMag-meanFreq()",0.300439878492308
"13107",25,"LAYING","training data","fBodyBodyAccJerkMag-meanFreq()",0.200493940424658
"13108",25,"WALKING","training data","fBodyBodyAccJerkMag-meanFreq()",0.135338842345946
"13109",25,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",-0.000259638109310345
"13110",25,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.0278971843696923
"13111",26,"STANDING","training data","fBodyBodyAccJerkMag-meanFreq()",0.221668476393243
"13112",26,"SITTING","training data","fBodyBodyAccJerkMag-meanFreq()",0.336786740217949
"13113",26,"LAYING","training data","fBodyBodyAccJerkMag-meanFreq()",0.350704034325
"13114",26,"WALKING","training data","fBodyBodyAccJerkMag-meanFreq()",0.0423616587694915
"13115",26,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",-0.084571896612
"13116",26,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.0571545019854545
"13117",27,"STANDING","training data","fBodyBodyAccJerkMag-meanFreq()",0.3290143599625
"13118",27,"SITTING","training data","fBodyBodyAccJerkMag-meanFreq()",0.357920769852857
"13119",27,"LAYING","training data","fBodyBodyAccJerkMag-meanFreq()",0.405104858945946
"13120",27,"WALKING","training data","fBodyBodyAccJerkMag-meanFreq()",0.0162107116964912
"13121",27,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.103796321231818
"13122",27,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.116287371670588
"13123",28,"STANDING","training data","fBodyBodyAccJerkMag-meanFreq()",0.133307643270886
"13124",28,"SITTING","training data","fBodyBodyAccJerkMag-meanFreq()",0.22911153675
"13125",28,"LAYING","training data","fBodyBodyAccJerkMag-meanFreq()",0.26685931489625
"13126",28,"WALKING","training data","fBodyBodyAccJerkMag-meanFreq()",0.123016249824074
"13127",28,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.0545998274521739
"13128",28,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.172325927735294
"13129",29,"STANDING","training data","fBodyBodyAccJerkMag-meanFreq()",0.388020547984615
"13130",29,"SITTING","training data","fBodyBodyAccJerkMag-meanFreq()",0.33623279745
"13131",29,"LAYING","training data","fBodyBodyAccJerkMag-meanFreq()",0.488088499666667
"13132",29,"WALKING","training data","fBodyBodyAccJerkMag-meanFreq()",-0.0437918181396792
"13133",29,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",0.0327322971791667
"13134",29,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",-0.00164314465612245
"13135",30,"STANDING","training data","fBodyBodyAccJerkMag-meanFreq()",0.0494752816016949
"13136",30,"SITTING","training data","fBodyBodyAccJerkMag-meanFreq()",0.318768530887097
"13137",30,"LAYING","training data","fBodyBodyAccJerkMag-meanFreq()",0.172121086168571
"13138",30,"WALKING","training data","fBodyBodyAccJerkMag-meanFreq()",0.115010838159538
"13139",30,"WALKING_DOWNSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",-0.125210388757581
"13140",30,"WALKING_UPSTAIRS","training data","fBodyBodyAccJerkMag-meanFreq()",-0.0484762641046154
"13141",2,"STANDING","test data","fBodyBodyGyroMag-mean()",-0.961775904814815
"13142",2,"SITTING","test data","fBodyBodyGyroMag-mean()",-0.971840596086956
"13143",2,"LAYING","test data","fBodyBodyGyroMag-mean()",-0.972112972708333
"13144",2,"WALKING","test data","fBodyBodyGyroMag-mean()",-0.530704814745763
"13145",2,"WALKING_DOWNSTAIRS","test data","fBodyBodyGyroMag-mean()",-0.320838543553191
"13146",2,"WALKING_UPSTAIRS","test data","fBodyBodyGyroMag-mean()",-0.450612184791667
"13147",4,"STANDING","test data","fBodyBodyGyroMag-mean()",-0.914209165714286
"13148",4,"SITTING","test data","fBodyBodyGyroMag-mean()",-0.9487697524
"13149",4,"LAYING","test data","fBodyBodyGyroMag-mean()",-0.961556660185185
"13150",4,"WALKING","test data","fBodyBodyGyroMag-mean()",-0.609285588016667
"13151",4,"WALKING_DOWNSTAIRS","test data","fBodyBodyGyroMag-mean()",-0.429213369555556
"13152",4,"WALKING_UPSTAIRS","test data","fBodyBodyGyroMag-mean()",-0.575794072115385
"13153",9,"STANDING","test data","fBodyBodyGyroMag-mean()",-0.929769067777778
"13154",9,"SITTING","test data","fBodyBodyGyroMag-mean()",-0.9344377378
"13155",9,"LAYING","test data","fBodyBodyGyroMag-mean()",-0.9186053356
"13156",9,"WALKING","test data","fBodyBodyGyroMag-mean()",-0.513797480384615
"13157",9,"WALKING_DOWNSTAIRS","test data","fBodyBodyGyroMag-mean()",-0.347540226666667
"13158",9,"WALKING_UPSTAIRS","test data","fBodyBodyGyroMag-mean()",-0.531482693877551
"13159",10,"STANDING","test data","fBodyBodyGyroMag-mean()",-0.937786743409091
"13160",10,"SITTING","test data","fBodyBodyGyroMag-mean()",-0.974459732592593
"13161",10,"LAYING","test data","fBodyBodyGyroMag-mean()",-0.937692642586207
"13162",10,"WALKING","test data","fBodyBodyGyroMag-mean()",-0.412616909622642
"13163",10,"WALKING_DOWNSTAIRS","test data","fBodyBodyGyroMag-mean()",-0.312347510289474
"13164",10,"WALKING_UPSTAIRS","test data","fBodyBodyGyroMag-mean()",-0.265371689148936
"13165",12,"STANDING","test data","fBodyBodyGyroMag-mean()",-0.902356765573771
"13166",12,"SITTING","test data","fBodyBodyGyroMag-mean()",-0.958511866666667
"13167",12,"LAYING","test data","fBodyBodyGyroMag-mean()",-0.9454970225
"13168",12,"WALKING","test data","fBodyBodyGyroMag-mean()",-0.442503784
"13169",12,"WALKING_DOWNSTAIRS","test data","fBodyBodyGyroMag-mean()",-0.344938419969565
"13170",12,"WALKING_UPSTAIRS","test data","fBodyBodyGyroMag-mean()",-0.594032515192308
"13171",13,"STANDING","test data","fBodyBodyGyroMag-mean()",-0.957488799473684
"13172",13,"SITTING","test data","fBodyBodyGyroMag-mean()",-0.973258277755102
"13173",13,"LAYING","test data","fBodyBodyGyroMag-mean()",-0.957681621290323
"13174",13,"WALKING","test data","fBodyBodyGyroMag-mean()",-0.267472373877193
"13175",13,"WALKING_DOWNSTAIRS","test data","fBodyBodyGyroMag-mean()",-0.206121707212766
"13176",13,"WALKING_UPSTAIRS","test data","fBodyBodyGyroMag-mean()",-0.485477308909091
"13177",18,"STANDING","test data","fBodyBodyGyroMag-mean()",-0.972352593013699
"13178",18,"SITTING","test data","fBodyBodyGyroMag-mean()",-0.986535242105263
"13179",18,"LAYING","test data","fBodyBodyGyroMag-mean()",-0.984329092153846
"13180",18,"WALKING","test data","fBodyBodyGyroMag-mean()",-0.620331394285714
"13181",18,"WALKING_DOWNSTAIRS","test data","fBodyBodyGyroMag-mean()",-0.604735414363636
"13182",18,"WALKING_UPSTAIRS","test data","fBodyBodyGyroMag-mean()",-0.654029089310345
"13183",20,"STANDING","test data","fBodyBodyGyroMag-mean()",-0.879437674794521
"13184",20,"SITTING","test data","fBodyBodyGyroMag-mean()",-0.953399068181818
"13185",20,"LAYING","test data","fBodyBodyGyroMag-mean()",-0.969832241176471
"13186",20,"WALKING","test data","fBodyBodyGyroMag-mean()",-0.0520065599062745
"13187",20,"WALKING_DOWNSTAIRS","test data","fBodyBodyGyroMag-mean()",-0.100566103524444
"13188",20,"WALKING_UPSTAIRS","test data","fBodyBodyGyroMag-mean()",-0.286627716823529
"13189",24,"STANDING","test data","fBodyBodyGyroMag-mean()",-0.963922314202899
"13190",24,"SITTING","test data","fBodyBodyGyroMag-mean()",-0.977973720735294
"13191",24,"LAYING","test data","fBodyBodyGyroMag-mean()",-0.964001383472222
"13192",24,"WALKING","test data","fBodyBodyGyroMag-mean()",-0.534509163793103
"13193",24,"WALKING_DOWNSTAIRS","test data","fBodyBodyGyroMag-mean()",-0.374298686727273
